"analysis","interval","participants_at_risk","rfs_events","clinical_parameters","extended_parameters","likelihood_ratio_chisq","degrees_of_freedom","p_value"
"Age-stratified sensitivity","5 to 10 years",1332,180,2,7,25.2733507914058,5,0.000123379772091514
